input,output,input_processed,is_divorce,law_topic,topic_name,topic_probability,announce_date,law_intent,intent_label
"부부의 일방이 아닌 제3자가 부부공동생활을 침해하는 경우, 법적으로 어떤 책임을 질 수 있나요?","제3자가 부부의 일방과 부정행위를 해서 부부공동생활을 침해하거나 그 유지를 방해하는 행위는 불법행위를 구성합니다. 이에 따라, 제3자는 그 행위로 인해 배우자가 입은 정신적 고통에 대해 금전적인 배상을 할 의무가 있습니다. 이는 대법원 판결에서도 확인된 바 있습니다.",부부 일방 생활 침해 법적 책임 제3자가,1,1,부정행위 및 제3자 개입 책임,0.90393525,2020-05-01T09:00:00.000+09:00,법적 근거·조문,6
사실혼 청산 후 양육비 청구에 필요한 절차나 조건은 무엇인가요?,"사실혼 청산 후 양육비 청구에 필요한 절차나 조건은, 우선적으로 양육비 지급에 대한 구체적인 약정이 있어야 하며, 청산 이후에도 양육비를 계속 지급했다는 사실을 입증할 수 있어야 합니다. 단순히 사실혼 청산 이후 양육비를 지급하지 않은 상태로는 청구가 어렵습니다.",사실혼 청산 양육비 청구,1,0,이혼 시 금전 문제 (재산분할·양육비),0.56839085,2022-11-10T09:00:00.000+09:00,절차·방법,1
이혼 사유 중 폭력은 어디까지 해당되나요?,,,,3,부정행위의 법률적 근거,,,개념·범위·기준,7
불법행위로 인한 손해배상의 범위는 어떻게 정해지나요?,"불법행위로 인한 손해배상에서는 피해자가 입은 정신적 고통을 금전으로 위자할 의무가 있습니다. 여기에는 부정행위의 내용, 경위, 부부의 혼인 관계 유지 여부 등을 참작하여 위자료 액수가 정해집니다. 피해자는 불법행위 이후로 소장 부본 송달 다음 날부터 판결 선고일까지 민법에서 정한 연 5%의 지연손해금을 청구할 수 있으며, 선고일 이후로는 소송촉진 등에 관한 특례법에서 정한 연 20%의 지연손해금을 청구할 수 있습니다.",불법행위 손해배상 범위 정해지다,1,2,위자료 및 손해배상 청구,0.6594603,2015-07-01T09:00:00.000+09:00,절차·방법,1
자녀가 장애가 있는 경우 양육비가 달라지나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,금액·산정,3
부부의 동거의무 및 성적 성실의무에 대한 법적 근거는 무엇인가요?,"민법 제826조는 부부가 동거하며 서로 부양하고 협조할 의무를 진다고 규정합니다. 이에 따라 부부는 부정행위를 하지 않도록 성적 성실의무를 부담하게 되며, '부정행위'는 성관계에 이르지 않더라도 부부의 정조의무를 준수하지 않는 모든 부정한 행위를 포함합니다. 이때 부정한 행위인지 여부는 구체적인 사안에 따라 그 정도와 상황을 고려하여 평가해야 합니다.",부부 동거 의무 성적 성실 법적,1,1,부정행위 및 제3자 개입 책임,0.9143542,2021-03-17T09:00:00.000+09:00,법적 근거·조문,6
상담 중 가족 얘기를 해도 괜찮을까요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
배우자와 부정행위를 한 제3자가 책임을 부담하는 법적 근거는 무엇인가요?,"대법원 판례에 따르면, 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하고, 그에 대한 배우자의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 따라서 제3자는 이로 인해 발생한 정신적 손해에 대해 책임을 부담하게 됩니다.",배우자 부정행위 책임 부담 법적 제3자가,1,1,부정행위 및 제3자 개입 책임,0.6923823,2021-04-14T09:00:00.000+09:00,법적 근거·조문,6
양육권의 기준은 자녀 복리 외에 어떤 요소가 있나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,개념·범위·기준,7
양육비 채권의 상계 적용 가능성은 어떻게 되나요?,"대법원 판례에 따르면, 양육비는 법원에 의해 구체적인 액수가 확정되기 전에는 추상적인 청구권에 해당하므로 상계의 대상이 될 수 없습니다. 즉, 양육비의 청구권은 관련 법원의 심판이나 당사자 간의 합의에 의해 확정되어야 하며, 그 전까지는 상계 주장이 인정되지 않습니다.",양육비 채권 상계 가능성,1,0,이혼 시 금전 문제 (재산분할·양육비),0.8436956,2016-09-01T09:00:00.000+09:00,가능 여부 판단,0
재산분할 금액 산정 기준은 법으로 정해져 있나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,금액·산정,3
이혼 후에도 정신적 피해 보상이 가능한가요?,,,,1,위자료 및 손해배상 청구,,,제재·구제수단,5
제3자가 타인의 부부공동생활을 침해하여 손해배상 책임을 지게 되는 행위의 조건은 무엇인가요?,"제3자가 타인의 부부공동생활을 침해하여 손해배상 책임을 지게 되는 행위의 조건은, 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 방해하고 그로 인해 배우자에게 정신적 고통을 가하는 경우입니다. 이는 배우자로서의 권리를 침해하는 것으로, 민법 제840조 제1호에 따른 부정한 행위로 인정될 수 있습니다. 대법원 판례에 따르면 부정한 행위는 배우자로서의 정조의무에 충실치 못한 일체의 행위를 포함하며, 그 정도와 상황에 따라 평가됩니다.",타인 부부 생활 침해 손해배상 책임 지게 행위 제3자가,1,1,부정행위 및 제3자 개입 책임,0.48864952,2022-06-14T09:00:00.000+09:00,제재·구제수단,5
"제3자가 부부의 일방과 부정행위를 하였을 경우, 피해 배우자가 손해배상을 청구하려면 어떤 증거가 필요한가요?","피해 배우자가 손해배상을 청구하려면 제3자와 부정행위를 한 사실을 입증할 수 있는 증거가 필요합니다. 예를 들어, 제3자의 진술서나 증언, 부정행위를 뒷받침하는 문자메시지 내역이나 통화 내역 등이 있습니다. 하지만 이와 같은 증거가 없다면 청구가 기각될 수 있습니다. 또한, 증거의 일관성과 신뢰성이 중요한 판단 요소가 될 수 있습니다.",부부 일방 부정행위 피해 배우자 손해배상 청구 증거 제3자가,1,2,위자료 및 손해배상 청구,0.6419541,2018-08-09T09:00:00.000+09:00,증거·입증,2
"부부는 서로에게 어떤 의무를 지고 있으며, 부정행위가 발생했을 때의 책임은 어떻게 규명되나요?","부부는 서로 부양하고 협조할 의무를 지며, 이에는 성적 성실의무가 포함됩니다(민법 제826조). 부부 중 일방이 부정행위를 한 경우, 그로 인해 배우자가 입은 정신적 고통에 대해 불법행위에 기한 손해배상의무를 진다고 할 수 있습니다. 이는 대법원 2015. 5. 29. 선고 2013므2441 판결에 근거합니다.",부부 서로 의무 지고 부정행위 책임 규명,1,1,부정행위 및 제3자 개입 책임,0.8973335,2021-06-10T09:00:00.000+09:00,가능 여부 판단,0
배우자가 있는 사람과 불륜을 저지른 제3자는 어떤 경우에 정신적 고통에 대한 손해배상 책임을 지게 되나요?,"제3자가 배우자가 있는 사람과 부정행위를 하여 그 부부공동생활을 방해하거나 침해함으로써 배우자에게 정신적 고통을 가했을 경우, 이는 불법행위로 평가되어 손해배상 책임을 지게 됩니다. 이는 부부공동생활의 파탄을 초래하는 행위로, 대법원 판결(2004다1899, 2011므2997)을 기준으로 판단됩니다.",배우자 불륜 저지르다 정신 고통 손해배상 책임 지게 제3자는,1,1,부정행위 및 제3자 개입 책임,0.6587205,2020-12-23T09:00:00.000+09:00,가능 여부 판단,0
부부 간의 부정행위로 인한 손해배상 책임을 인정하기 위해 어떤 조건이 필요한가요?,"부부 간의 부정행위로 인한 손해배상 책임을 인정하기 위해서는 민법 제840조에 따라, 행위의 주체가 부부의 정조의무를 저버린 행위를 하였는지를 판단해야 합니다. 즉, 이혼 사유가 되는 부정행위가 발생했음을 입증해야 하며, 이는 간통을 포함하더라도 부부의 신뢰를 침해하는 모든 행동이 포함됩니다.",부부 간 부정행위 손해배상 책임,1,1,부정행위 및 제3자 개입 책임,0.62356204,2019-05-09T09:00:00.000+09:00,가능 여부 판단,0
이혼 후 재산분할의 기준은 무엇인가요?,"이혼 후 재산분할은 민법 제839조의2에 근거하여 부부가 혼인 중에 형성한 공동재산을 청산하고, 상대방의 생활유지에 이바지할 필요성을 반영해야 합니다. 재산분할의 액수와 방법은 당사자 간의 협력으로 형성된 재산의 액수 및 기타 사정을 참작하여 결정해야 하며, 특별한 사정이 없는 한 재산분할이 과대하다고 평가하여 사해행위로 간주되지 않습니다.",이혼 재산 분할 기준,1,0,이혼 시 금전 문제 (재산분할·양육비),0.5381395,2016-01-27T09:00:00.000+09:00,금액·산정,3
이혼소송에서 이혼에 대한 조정이 집중적으로 다뤄지는 이유는 무엇인가요?,"이혼소송에서 조정은 당사자 간의 갈등을 최소화하고 이혼에 따른 재산 분할 및 위자료 문제를 원만하게 해결하기 위해 중요합니다. 한국 민사소송법 제205조에 따르면 조정을 통해 소송을 각하하거나 원만한 합의에 이를 수 있어 소송의 효율성을 높이고, 심리의 재판부에 대한 부담도 줄일 수 있습니다.",이혼소송 이혼 조정 집중 다루다 이유,1,3,부정행위의 법률적 근거,0.87741405,2015-10-29T09:00:00.000+09:00,기타,-1
이혼 절차가 끝난 후 판결문은 어떻게 받나요?,,,,3,부정행위의 법률적 근거,,,절차·방법,1
위자료 액수는 어떻게 결정되나요?,"위자료 액수는 여러 제반 사정을 고려하여 결정됩니다. 여기에는 부정행위가 이루어진 기간과 횟수, 부정행위가 이루어진 경위, 부부의 혼인기간, 배우자가 받은 정신적 고통의 정도 등이 포함됩니다. 예를 들어, 부정행위가 장기적으로 계속되었거나 빈도가 높은 경우 위자료 액수가 높아질 수 있습니다.",위자료 액수 결정,1,2,위자료 및 손해배상 청구,0.7891551,2020-08-27T09:00:00.000+09:00,가능 여부 판단,0
부정행위로 인한 정신적 손해에 대한 배상 신청이 가능한 경우는 어떤 경우인가요?,"부정행위로 인해 혼인의 본질에 해당하는 부부 공동생활이 침해되거나 그 유지가 방해된 경우, 그로 인해 정신적 고통을 받은 배우자는 배상 신청이 가능합니다. 대법원 판례(대법원 2014. 11. 20. 선고 2011므2997 전원합의체 판결)에 따르면, 부정행위로 인한 정신적 손해는 불법행위를 구성하며, 이에 대한 배상을 청구할 수 있습니다.",부정행위 정신 손해 배상 신청,1,2,위자료 및 손해배상 청구,0.7201058,2021-06-15T09:00:00.000+09:00,가능 여부 판단,0
양육비 청구도 기간 제한이 있나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,기간·시효,4
소송 중 상대방이 연락을 피하면 어떻게 되나요?,,,,3,부정행위의 법률적 근거,,,절차·방법,1
위자료 청구와 관련된 대표 판례는 어떤 게 있나요?,,,,1,위자료 및 손해배상 청구,,,법적 근거·조문,6
위자료 산정 시 부부의 나이는 영향을 주나요?,,,,1,위자료 및 손해배상 청구,,,금액·산정,3
상담을 연장할 수 있는지 궁금해요.,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
재판에서 ‘이혼을 청구할 수 있는 사유’는 무엇으로 정해지나요?,,,,3,부정행위의 법률적 근거,,,가능 여부 판단,0
상담을 미리 예약해야 하는 이유가 있나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
이혼 후에도 법률 상담이 가능한가요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
손해배상 청구에 있어 위자료의 인정 범위는 어떻게 되는가요?,"위자료는 정신적 피해에 대한 보상으로 인정되며, 피해자의 고통의 정도 및 부정행위의 성격, 부정행위로 인한 손해의 규모를 고려하여 판별됩니다. 대법원은 부정행위로 인한 피해자의 정신적 고통에 대한 위자료를 다양한 사정을 참조하여 정당하게 설정해야 한다고 판시했습니다.",손해배상 청구 위자료 범위,1,2,위자료 및 손해배상 청구,0.89152664,2022-04-06T09:00:00.000+09:00,가능 여부 판단,0
상담 중 울어도 괜찮을까요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
상담 도중에 중단해도 되나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
정신적 손해 배상액의 산정 기준은 무엇인가요?,"정신적 손해 배상액은 사건의 특성과 피해자의 심리적 고통의 정도를 고려하여 법원에서 정하게 됩니다. 특히, 대법원 판례에 따르면, 사건의 경중, 당사자의 사회적 지위, 가족관계, 사정 등을 종합적으로 고려하여 배상액이 산정됩니다.",정신 손해 배상 산정 기준,1,2,위자료 및 손해배상 청구,0.5974577,2020-05-08T09:00:00.000+09:00,금액·산정,3
상담을 받기 전 기본 안내가 있나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
법원은 민법 제840조를 어떻게 해석하나요?,,,,3,부정행위의 법률적 근거,,,법적 근거·조문,6
"제3자가 부부의 일방과 부정행위를 하였을 때, 배우자가 손해배상 청구를 할 수 있는 조건은 무엇인가요?","제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하고 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가한 경우, 부정행위에 의한 손해가 발생하고 이를 증명할 수 있다면 배우자는 손해배상 청구를 할 수 있습니다.",부부 일방 부정행위 배우자 손해배상 청구 제3자가,1,1,부정행위 및 제3자 개입 책임,0.54670376,2022-01-11T09:00:00.000+09:00,가능 여부 판단,0
"제3자가 부부공동생활에 개입하여 혼인의 본질에 해당하는 부부공동생활을 방해했을 때, 불법행위로 인정될 수 있는 조건은 무엇인가요?","제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하고 이를 통해 상대방 배우자에게 정신적 고통을 가한 경우, 이는 원칙적으로 불법행위를 구성합니다. 여기서 '부정행위'는 간통을 포함하나 간통에 한정되지 않습니다. 부부의 정조의무에 충실하지 않는 모든 일체의 부정한 행위가 포함될 수 있으며, 부정한 행위인지 여부는 구체적인 상황과 정도를 참작하여 평가됩니다.",부부 생활 개입 혼인 본질 해당 방해 불법행위 제3자가,1,1,부정행위 및 제3자 개입 책임,0.6860415,2021-01-15T09:00:00.000+09:00,가능 여부 판단,0
재산분할 산정 시 전업주부의 기여도는 어떻게 계산되나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,금액·산정,3
재산분할청구권이 발생하기 위한 법적 요건은 무엇인가요?,"재산분할청구권은 이혼이 성립한 경우에만 발생하며, 이혼이 성립하기 이전에는 재산분할청구권이 법적으로 발생하지 않습니다. 이는 민법 제839조에 명시되어 있고, 이혼의 법적 효과가 발생하기 전에는 재산분할청구가 허용되지 않음을 의미합니다.",재산분할청구권 법적,1,2,위자료 및 손해배상 청구,0.4097634,2017-09-21T09:00:00.000+09:00,절차·방법,1
위자료 산정 시 정신적 피해는 어떻게 평가하나요?,,,,1,위자료 및 손해배상 청구,,,금액·산정,3
"배우자가 있는 사람과 부정한 행위를 한 경우, 손해배상 책임이 인정되는 조건은 무엇인가요?","배우자가 있는 사람과 부정한 행위를 한 경우, 손해배상 책임이 인정되기 위해서는 상대방이 배우자가 있음을 알면서도 고의적으로 부정한 행위를 해야 합니다. 이는 유책배우자가 아닌 제3자가 고의로 부부공동생활을 침해하고 그 유지를 방해하며 배우자의 권리를 침해한 행위로 간주되어 손해배상 책임이 따릅니다.",배우자 부정 행위 손해배상 책임,1,1,부정행위 및 제3자 개입 책임,0.8831497,2022-04-14T09:00:00.000+09:00,가능 여부 판단,0
청구권 시효가 다르면 위자료와 재산분할을 같이 청구할 수 있나요?,,,,3,부정행위의 법률적 근거,,,기간·시효,4
이혼의 본질적인 의미는 무엇인가요?,,,,3,부정행위의 법률적 근거,,,개념·범위·기준,7
소멸시효 기산점은 언제인가요?,,,,3,부정행위의 법률적 근거,,,기간·시효,4
이혼이 아닌 별거 관련 상담도 가능한가요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
이혼에 따른 재산분할계약이 사해행위에 해당하기 위해서는 어떤 조건을 충족해야 하나요?,"민법 제839조의2에 따르면, 재산분할계약이 사해행위에 해당하려면 채무자가 채무초과 상태에 있었고, 그 계약의 체결로 인해 채권자에 대한 공동담보가 감소하였음을 입증해야 합니다. 또한, 계약 체결 당시 채무자가 채권자를 해할 의사를 가지고 있었음을 입증해야 하며, 이는 법원에서 일반적으로 추정됩니다.",이혼 재산 분할 계약 사해행위 해당 충족 하나요,1,0,이혼 시 금전 문제 (재산분할·양육비),0.4052596,2018-06-08T09:00:00.000+09:00,기타,-1
정신적 트라우마에 대한 보상은 가능한가요?,,,,1,위자료 및 손해배상 청구,,,제재·구제수단,5
소송 중 시효가 중단되면 다시 계산되나요?,,,,3,부정행위의 법률적 근거,,,기간·시효,4
"배우자가 집을 나간 경우, 법적으로 이혼이 가능할까요?",,,,3,부정행위의 법률적 근거,,,가능 여부 판단,0
시효 중단 사유로 인정되지 않는 경우도 있나요?,,,,3,부정행위의 법률적 근거,,,기간·시효,4
배우자가 있는 사람과의 부정행위로 인한 정신적 손해배상의 책임 조건은 무엇인가요?,"부정행위에 의한 정신적 손해배상의 책임을 인정받기 위해서는 제3자가 타인의 혼인 관계에 부정행위를 하여 부부공동생활을 방해하거나 침해한 경우, 그리고 그로 인해 배우자가 정신적 고통을 받았음을 입증해야 합니다. 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하였고 그로 인해 배우자가 정신적 손해를 입었을 것이 명백한 경우에는 불법행위로 간주됩니다.",배우자 사람 부정행위 정신 손해배상 책임,1,2,위자료 및 손해배상 청구,0.67073727,2023-07-11T09:00:00.000+09:00,제재·구제수단,5
소멸시효로 인해 권리가 소멸되진 않나요?,,,,3,부정행위의 법률적 근거,,,기간·시효,4
부정행위에 의한 혼인 침해로 인한 정신적 손해배상 책임이 인정되는 조건은 무엇인가요?,"부정행위에 의한 혼인 침해로 인한 정신적 손해배상 책임이 인정되기 위해서는 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부 공동생활을 침해하거나 유지를 방해하고, 그에 대한 배우자의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위가 있어야 합니다. 이는 대법원이 제시한 판례에 근거하며, 이러한 경우 제3자는 원칙적으로 불법행위를 구성하게 되어 손해배상 책임이 인정됩니다.",부정행위 혼인 침해 정신 손해배상 책임,1,1,부정행위 및 제3자 개입 책임,0.48067445,2021-11-25T09:00:00.000+09:00,가능 여부 판단,0
법원이 조문 해석으로 판결을 바꾼 사례가 있나요?,,,,3,부정행위의 법률적 근거,,,법적 근거·조문,6
민법 제840조 제1호의 배우자의 부정한 행위가 성립하려면 어떤 조건이 필요한가요?,"민법 제840조 제1호에 따른 배우자의 부정한 행위는 간통을 포함한 넓은 개념으로, 간통에 이르지 않더라도 부부의 정조 의무에 충실하지 않는 모든 행위가 포함됩니다. 이는 구체적인 사안에 따라 그 정도와 상황을 고려하여 평가되며, 제3자가 부부공동생활을 침해하거나 방해하는 경우 부정행위로 간주될 수 있습니다.",민법 배우자 부정 행위 제840조 제1호의,1,1,부정행위 및 제3자 개입 책임,0.8718588,2023-06-22T09:00:00.000+09:00,가능 여부 판단,0
"배우자의 외도가 발생한 경우, 손해배상청구는 어떤 법리에 기반하여 인정될 수 있나요?","손해배상청구는 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질을 침해한 경우, 원칙적으로 불법행위를 구성합니다. 대법원 2014. 11. 20. 선고 2011므2997 판결에 따르면, 부정행위란 간통을 포함한 넓은 개념으로, 구체적인 사안에서의 정도와 상황을 참작하여 평가해야 합니다. 이때, 제3자가 배우자에게 정신적 고통을 가했다고 인정되면 손해배상 의무가 발생합니다.",배우자 외도 손해배상 청구 법리 기반,1,2,위자료 및 손해배상 청구,0.47188866,2018-10-30T09:00:00.000+09:00,가능 여부 판단,0
이혼 조정 절차는 의무인가요?,,,,3,부정행위의 법률적 근거,,,절차·방법,1
상담 진행 중 다른 주제로 변경할 수 있나요?,,,,4,일반 상담·상황 문의 (비법률적 질문),,,기타,-1
"제3자가 타인의 부부공동생활에 개입하여 손해를 끼친 경우, 손해배상책임이 성립하는 조건은 무엇인가요?","제3자가 부부공동생활에 개입하여 혼인의 본질에 해당하는 부부공동생활을 방해하거나 파탄을 초래함으로써 배우자가 정신적 고통을 입은 경우, 원칙적으로 제3자는 불법행위에 대한 손해배상책임을 집니다. 이때 '부정행위'는 간통을 포함하며, 간통에 이르지 않더라도 부부의 정조 의무에 충실하지 않은 일체의 부정한 행위가 포함될 수 있습니다. 구체적 사안에 따라 그 정도와 상황을 참작하여 평가되며, 피해자는 정신적 고통에 대한 위자료를 청구할 수 있습니다.",타인 부부 생활 개입 손해 끼치다 손해배상 책임 제3자가,1,1,부정행위 및 제3자 개입 책임,0.92422754,2019-09-20T09:00:00.000+09:00,가능 여부 판단,0
부부의 일방이 부정행위로 인한 손해배상 책임 규정은 무엇인가요?,"부부의 일방이 부정행위를 한 경우 그 배우자는 정신적 고통에 대해 손해배상 청구를 할 수 있습니다. 이는 민법 제750조에 근거하여 상대방에게 불법행위에 의한 손해배상 청구가 가능함을 의미하며, 부부의 일방과 제3자는 공동불법행위 책임을 지게 되어 부진정연대채무 관계가 형성됩니다. 대법원 판례(2015. 5. 29. 선고 2013므2441 판결)에 따르면, 피해자의 정신적 고통과 부정행위의 경위를 종합적으로 고려하여 손해배상액이 산정됩니다.",부부 일방 부정행위 손해배상 책임 규정,1,1,부정행위 및 제3자 개입 책임,0.7264417,2023-08-25T09:00:00.000+09:00,제재·구제수단,5
"배우자의 부정행위로 인해 손해배상을 청구할 수 있는 경우, 어떤 증거가 필요한가요?","배우자의 부정행위로 인해 손해배상을 청구하는 경우, 상대방과 부정행위를 한 사실을 입증할 수 있는 증거가 필요합니다. 예를 들어, 모텔에 함께 투숙한 사실이나 성관계를 가진 사실을 증명하는 자료 등이 포함될 수 있습니다.",배우자 부정행위 손해배상 청구 증거,1,2,위자료 및 손해배상 청구,0.91077304,2020-08-13T09:00:00.000+09:00,가능 여부 판단,0
위자료 청구에서 약정한 위약벌의 유효성에 대한 조건은 무엇인가요?,"위자료 청구에서 약정한 위약벌의 유효성은 당사자의 자발적 의사에 기초하며, 약정 내용이 사회의 선량한 풍속과 법질서에 반하지 않아야 합니다. 즉, 금전적 위약벌이 인정되기 위해서는 그것이 상식적으로 적절한 수준이어야 하며, 강제적인 약정이라면 무효가 될 수 있습니다. 이는 민법 제103조에 의해 당사자의 자유로운 의사를 제한하는 내용을 포함한 약정은 효력이 없음을 의미합니다.",위자료 청구 약정 위약벌 유효,1,2,위자료 및 손해배상 청구,0.87727433,2022-10-18T09:00:00.000+09:00,증거·입증,2
부정행위의 정의와 그 평가 기준은 무엇인가요?,"부정행위는 간통을 포함하지만 이에 한정되지 않고, 부부의 정조의무에 충실하지 않는 모든 부정한 행위를 의미합니다. 이것이 부정행위인지 여부는 각 구체적 사안에 따라 그 정도와 상황을 고려하여 평가됩니다. 예를 들어, 간통에까지 이르지 않았더라도 부부의 정조의무를 위반한 행위라면 이는 부정행위에 포함될 수 있습니다.",부정행위 정 평 기준,1,3,부정행위의 법률적 근거,0.5933575,2022-01-12T09:00:00.000+09:00,금액·산정,3
위자료 청구에서 부정행위의 인정 여부는 어떤 기준으로 판단되나요?,"위자료 청구에서 부정행위의 인정 여부는 대법원 판례에 따라 간통을 포함한 부정한 행위인지 여부를 평가하는 데 있어 구체적인 사안과 부정행위의 내용, 기간, 그리고 피해자에게 미친 영향을 고려합니다. 예를 들어, 대법원 1988. 5. 24. 선고 88므7 판결은 부정행위의 판단 기준으로 그 정도와 상황을 참작하여 평가해야 함을 강조했습니다. 따라서 각 사건의 특성에 맞춰 부정행위의 인정 여부가 결정됩니다.",위자료 청구 부정행위 여부 기준,1,2,위자료 및 손해배상 청구,0.5245592,2019-10-10T09:00:00.000+09:00,가능 여부 판단,0
양육비 미납으로 인한 제재는 어떤 게 있나요?,,,,0,이혼 시 금전 문제 (재산분할·양육비),,,제재·구제수단,5
손해배상 소송에서 정신적 고통의 정도는 어떻게 고려되나요?,"정신적 고통의 정도는 행위의 성격, 발생 시기, 경위 등을 종합적으로 고려합니다. 예를 들어, 카카오톡 문자메시지를 주고받은 행위는 다른 형태의 부정행위에 비해 상대적으로 정신적 고통이 덜할 수 있으며, 법원이 이를 감안해 손해배상액을 결정할 수 있습니다.",손해배상 소송 정신 고통 고려,1,2,위자료 및 손해배상 청구,0.89152575,2021-06-23T09:00:00.000+09:00,가능 여부 판단,0
"제3자가 부부의 일방과 부정행위를 함으로써 배우자에게 정신적 고통을 가한 경우, 법적 책임이 발생하는 조건은 무엇인가요?","제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하고 이에 따라 배우자가 정신적 고통을 받았을 때, 이는 원칙적으로 불법행위를 구성합니다. 이는 대법원 판례에 따라 인정되며, 제3자가 부정행위를 저지른 사실과 정신적 고통이 발생했다는 점을 경험칙에 의거하여 입증할 수 있다면 위자료를 지급할 의무가 발생합니다.",부부 일방 부정행위 배우자 정신 고통 가하다 법적 책임 제3자가,1,1,부정행위 및 제3자 개입 책임,0.9372784,2023-01-19T09:00:00.000+09:00,법적 근거·조문,6
재산분할의 법적 기준은 무엇인가요?,"재산분할은 민법 제839조 및 제839의2에 따라 이루어지며, 상속 재산의 가치는 공정하게 평가되어야 합니다. 상속인 각자의 기여도에 따라 분할 비율이 정해지며, 특히 부부 재산의 경우에는 소득 및 기여도, 생활 기여 중의 차이를 반영하여 공평하게 이루어져야 합니다. 협의에 의하지 못할 경우, 법원에 의해 각종 사정을 고려하여 판결로 정해질 수 있습니다.",재산 분할 법적 기준,1,0,이혼 시 금전 문제 (재산분할·양육비),0.539634,2021-07-02T09:00:00.000+09:00,금액·산정,3
배우자의 부정행위로 인한 정신적 고통에 대한 손해배상 청구 요건은 무엇인가요?,"배우자의 부정행위로 인해 정신적 고통을 받은 자가 손해배상을 청구하려면, 제3자가 배우자와 부정행위를 하여 혼인의 본질인 부부공동생활을 침해하거나 그 유지를 방해하고, 그로 인해 정신적 고통을 받았음을 입증해야 합니다. 이에 따라, 부정행위로 인한 정신적 고통이 인정되면 손해배상이 가능하며, 부정행위의 경위, 내용, 기간 등을 고려하여 위자료가 산정됩니다.",배우자 부정행위 정신 고통 손해배상 청구,1,2,위자료 및 손해배상 청구,0.91077286,2021-04-21T09:00:00.000+09:00,절차·방법,1
"배우자의 혼인 관계를 침해한 제3자가 손해배상 책임을 지는 경우, 어떤 조건을 충족해야 하나요?",제3자는 배우자 있는 사람임을 인지하고 상당한 기간 지속적으로 부정행위를 하여 배우자의 혼인관계를 침해하거나 그 유지에 방해가 되었음을 입증해야 합니다. 이에 따라 피해자는 부정행위로 인한 정신적 고통에 대한 손해배상을 청구할 수 있습니다.,배우자 혼인 관계 침해 손해배상 책임 지다 충족 하나요 제3자가,1,1,부정행위 및 제3자 개입 책임,0.79530394,2017-11-29T09:00:00.000+09:00,제재·구제수단,5
부정행위 시효는 안 날 기준인가요?,,,,2,부정행위 및 제3자 개입 책임,,,기간·시효,4
이혼소송에서 청구권이 소멸하는 조건은 무엇인가요?,"대한민국 민법 제836조에 따르면, 이혼청구권은 부부의 일방이 이혼소송을 제기한 날부터 6개월이 경과하였음에도 불구하고 그 청구를 하지 않으면 소멸합니다. 따라서 이혼청구권을 주장하기 위해서는 소송을 제기한 후 6개월 이내에 청구를 계속해야 합니다.",이혼소송 청구권,1,3,부정행위의 법률적 근거,0.7810441,2023-04-27T09:00:00.000+09:00,기타,-1
부정행위로 인한 손해배상 청구에 있어 피해자가 입증해야 하는 사항은 무엇인가요?,"부정행위로 인한 손해배상 청구의 경우, 피해자는 부정행위의 존재, 이로 인해 입은 정신적 고통의 정도 및 위자료의 액수를 입증해야 합니다. 대법원 2015. 5. 29. 선고 2013므2441 판결에 따르면, 제3자가 부부의 일방과의 부정행위로 혼인의 본질을 침해한 경우에는 원칙적으로 불법행위가 성립하므로, 피해자는 그 부정행위가 본인의 혼인관계에 미친 영향을 명확하게 입증할 필요가 있습니다.",부정행위 손해배상 청구 피해자 입증 사항,1,2,위자료 및 손해배상 청구,0.92421985,2023-04-06T09:00:00.000+09:00,증거·입증,2
