input,output,announce_date,is_divorce,text_combined,topic_label,combined_processed,ngram_text,topic_probability,topic_name,super_category
부정행위로 인한 손해배상액은 어떻게 산정되나요?,"부정행위로 인한 손해배상액 산정은 혼인 기간, 가족관계, 부정행위가 이루어진 기간 및 경위 등 여러 사정을 종합적으로 고려하여 결정됩니다. 예를 들어, 혼인 기간이 길고 가족관계가 긴밀할수록, 부정행위 기간이 길고 경위가 중대한 경우 손해배상액이 증가할 수 있습니다. 판례에서 위자료 액수는 다양한 사례를 통해 정해집니다.",2021-05-26T09:00:00.000+09:00,1,"부정행위로 인한 손해배상액은 어떻게 산정되나요? 부정행위로 인한 손해배상액 산정은 혼인 기간, 가족관계, 부정행위가 이루어진 기간 및 경위 등 여러 사정을 종합적으로 고려하여 결정됩니다. 예를 들어, 혼인 기간이 길고 가족관계가 긴밀할수록, 부정행위 기간이 길고 경위가 중대한 경우 손해배상액이 증가할 수 있습니다. 판례에서 위자료 액수는 다양한 사례를 통해 정해집니다.",1,부정행위 손해배상 산정 혼인 기간 가족 관계 이루어지다 경위 여러 사정 종합 고려 결정 증 판례 위자료 액수 사례 통해 정해지다,부정행위 손해배상 산정 혼인_기간 가족_관계 이루어지다 경위 여러_사정 종합_고려 결정 증 판례 위자료_액수 사례 통해 정해지다,0.9700643,법원의 판결 결정 시 종합적 고려사항,소송 절차·입증 책임
제3자가 부정행위를 통해 혼인의 본질에 해당하는 부부공동생활을 침해한 경우 법적 책임은 무엇인가요?,제3자가 부부의 일방과 부정행위를 하여 부부공동생활을 침해하거나 유지를 방해하고 그에 대한 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 따라서 이러한 경우 불법행위로 인한 손해배상으로 피해 배우자에게 위자료를 지급할 의무가 발생합니다.,2021-06-29T09:00:00.000+09:00,1,제3자가 부정행위를 통해 혼인의 본질에 해당하는 부부공동생활을 침해한 경우 법적 책임은 무엇인가요? 제3자가 부부의 일방과 부정행위를 하여 부부공동생활을 침해하거나 유지를 방해하고 그에 대한 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 따라서 이러한 경우 불법행위로 인한 손해배상으로 피해 배우자에게 위자료를 지급할 의무가 발생합니다.,5,부정행위 통해 혼인 본질 해당 부부 생활 침해 법적 책임 일방 유지 방해 배우자 로서 권리 정신 고통 행위 원칙 불법행위 구성 손해배상 피해 위자료 지급 의무 제3자가,부정행위 통해 혼인_본질 해당 부부 생활 침해 법적_책임 일방 유지_방해 배우자 로서_권리 정신_고통 행위_원칙 불법행위_구성 손해배상 피해 위자료_지급 의무 제3자가,0.9777153,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
"제3자가 부부의 일방과 부정행위를 함으로써 배우자에게 정신적 고통을 가한 경우, 법적 책임이 발생하는 조건은 무엇인가요?","제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하고 이에 따라 배우자가 정신적 고통을 받았을 때, 이는 원칙적으로 불법행위를 구성합니다. 이는 대법원 판례에 따라 인정되며, 제3자가 부정행위를 저지른 사실과 정신적 고통이 발생했다는 점을 경험칙에 의거하여 입증할 수 있다면 위자료를 지급할 의무가 발생합니다.",2023-01-19T09:00:00.000+09:00,1,"제3자가 부부의 일방과 부정행위를 함으로써 배우자에게 정신적 고통을 가한 경우, 법적 책임이 발생하는 조건은 무엇인가요? 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하고 이에 따라 배우자가 정신적 고통을 받았을 때, 이는 원칙적으로 불법행위를 구성합니다. 이는 대법원 판례에 따라 인정되며, 제3자가 부정행위를 저지른 사실과 정신적 고통이 발생했다는 점을 경험칙에 의거하여 입증할 수 있다면 위자료를 지급할 의무가 발생합니다.",5,부부 일방 부정행위 배우자 정신 고통 법적 책임 혼인 본질 해당 생활 침해 받다 원칙 불법행위 구성 대법원 판례 저지르다 경험칙 의거 입증 위자료 지급 의무 제3자가,부부_일방 부정행위 배우자 정신_고통 법적_책임 혼인_본질 해당 생활 침해 받다 원칙_불법행위 구성 대법원_판례 저지르다 경험칙 의거 입증 위자료_지급 의무 제3자가,0.8706001,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
"제3자가 타인의 부부공동생활에 개입하여 혼인관계를 파탄시키는 경우, 이에 대한 법적 책임은 어떻게 되나요?","제3자가 타인의 부부공동생활에 개입하여 혼인의 본질에 해당하는 부부공동생활을 방해하거나 파탄을 초래한 경우, 이는 불법행위를 구성하여 법적 책임을 질 수 있습니다. 법원은 제3자의 행위가 부부의 일방과 부정행위를 함으로써 배우자에게 정신적 고통을 가하였다고 판단되면, 그에 대한 위자료를 지급하도록 할 수 있습니다.",2016-11-29T09:00:00.000+09:00,1,"제3자가 타인의 부부공동생활에 개입하여 혼인관계를 파탄시키는 경우, 이에 대한 법적 책임은 어떻게 되나요? 제3자가 타인의 부부공동생활에 개입하여 혼인의 본질에 해당하는 부부공동생활을 방해하거나 파탄을 초래한 경우, 이는 불법행위를 구성하여 법적 책임을 질 수 있습니다. 법원은 제3자의 행위가 부부의 일방과 부정행위를 함으로써 배우자에게 정신적 고통을 가하였다고 판단되면, 그에 대한 위자료를 지급하도록 할 수 있습니다.",5,타인 부부 생활 개입 혼인 관계 파탄 시키다 법적 책임 본질 해당 초래 불법행위 구성 법원 행위 일방 부정행위 배우자 정신 고통 위자료 지급 제3자가 제3자의,타인 부부 생활_개입 혼인 관계_파탄 시키다 법적_책임 본질_해당 초래 불법행위_구성 법원 행위 일방 부정행위 배우자 정신_고통 위자료_지급 제3자가 제3자의,0.73825985,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
"배우자가 있는 사람과 부정한 관계를 지속한 제3자에게 손해배상을 청구할 때, 법원이 위자료 액수를 결정하는 기준은 무엇인가요?","법원은 부정행위의 내용, 정도 및 기간, 혼인기간, 가족관계, 부정행위가 혼인관계에 미친 영향, 배우자가 부정행위를 알게 된 이후 보여준 태도 등 여러 사정을 종합적으로 고려하여 위자료 액수를 결정합니다. 예를 들어, 부정행위의 심각성과 그로 인한 혼인관계의 침해 정도 등을 주요 기준으로 삼아 손해배상의 액수를 정합니다.",2019-10-01T09:00:00.000+09:00,1,"배우자가 있는 사람과 부정한 관계를 지속한 제3자에게 손해배상을 청구할 때, 법원이 위자료 액수를 결정하는 기준은 무엇인가요? 법원은 부정행위의 내용, 정도 및 기간, 혼인기간, 가족관계, 부정행위가 혼인관계에 미친 영향, 배우자가 부정행위를 알게 된 이후 보여준 태도 등 여러 사정을 종합적으로 고려하여 위자료 액수를 결정합니다. 예를 들어, 부정행위의 심각성과 그로 인한 혼인관계의 침해 정도 등을 주요 기준으로 삼아 손해배상의 액수를 정합니다.",1,배우자 부정 관계 지속 손해배상 청구 법원 위자료 액수 결정 기준 부정행위 기간 혼인 가족 영향 보여주다 태도 여러 사정 종합 고려 심각 성 그로 침해 주요 삼다 정합 제3자에게,배우자 부정 관계 지속 손해배상_청구 법원 위자료_액수 결정 기준 부정행위 기간 혼인 가족 영향 보여주다 태도 여러_사정 종합_고려 심각 성 그로 침해 주요 삼다 정합 제3자에게,0.97936547,법원의 판결 결정 시 종합적 고려사항,소송 절차·입증 책임
부부의 일방과 부정행위를 한 제3자가 불법행위로 인한 위자료 지급 의무를 면탈하기 위해 어떤 조건을 증명해야 하나요?,"부부의 일방과 부정행위를 한 제3자가 불법행위로 인한 위자료 지급 의무를 면탈하기는 어려운 편입니다. 이는 대법원 판례에 따라, 제3자가 부부 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해한 경우, 이는 불법행위가 성립되기 때문입니다. 다만, 제3자가 그 부정행위가 타인과의 혼인관계를 파탄시키는 데 기여하지 않았다는 것을 증명하는 등의 구체적인 사실관계를 통해 면책을 주장할 수는 있을 것입니다.",2022-06-17T09:00:00.000+09:00,1,"부부의 일방과 부정행위를 한 제3자가 불법행위로 인한 위자료 지급 의무를 면탈하기 위해 어떤 조건을 증명해야 하나요? 부부의 일방과 부정행위를 한 제3자가 불법행위로 인한 위자료 지급 의무를 면탈하기는 어려운 편입니다. 이는 대법원 판례에 따라, 제3자가 부부 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해한 경우, 이는 불법행위가 성립되기 때문입니다. 다만, 제3자가 그 부정행위가 타인과의 혼인관계를 파탄시키는 데 기여하지 않았다는 것을 증명하는 등의 구체적인 사실관계를 통해 면책을 주장할 수는 있을 것입니다.",5,부부 일방 부정행위 불법행위 위자료 지급 의무 타다 하나요 면탈 편입 대법원 판례 혼인 본질 해당 생활 유지 방해 다만 타인 관계 파탄 시키다 기여 구체 사실관계 통해 면책 제3자가,부부_일방 부정행위 불법행위 위자료_지급 의무 타다 하나요 면탈 편입 대법원_판례 혼인_본질 해당 생활_유지 방해 다만 타인 관계_파탄 시키다 기여 구체 사실관계 통해 면책 제3자가,0.55135167,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
제3자가 결혼한 사람과 부정행위를 한 경우 위자료 액수는 어떻게 산정되나요?,"제3자가 결혼한 사람과 부정행위를 한 경우 위자료 액수는 여러 사정을 종합하여 산정됩니다. 예를 들어, 피해자와 배우자 간의 혼인기간, 부정행위의 내용, 정도 및 기간, 부정행위가 부부공동생활에 미친 영향, 피해자가 부정행위를 알게 된 경위 등이 고려됩니다. 이를 바탕으로 법원은 적절한 위자료 액수를 결정합니다.",2023-08-17T09:00:00.000+09:00,1,"제3자가 결혼한 사람과 부정행위를 한 경우 위자료 액수는 어떻게 산정되나요? 제3자가 결혼한 사람과 부정행위를 한 경우 위자료 액수는 여러 사정을 종합하여 산정됩니다. 예를 들어, 피해자와 배우자 간의 혼인기간, 부정행위의 내용, 정도 및 기간, 부정행위가 부부공동생활에 미친 영향, 피해자가 부정행위를 알게 된 경위 등이 고려됩니다. 이를 바탕으로 법원은 적절한 위자료 액수를 결정합니다.",1,결혼 부정행위 위자료 액수 산정 여러 사정 종합 피해자 배우자 간 혼인 기간 부부 생활 영향 경위 고려 이르다 바탕 법원 결정 제3자가,결혼 부정행위 위자료_액수 산정 여러_사정 종합 피해자 배우자 간 혼인_기간 부부 생활 영향 경위 고려 이르다 바탕 법원 결정 제3자가,0.974909,법원의 판결 결정 시 종합적 고려사항,소송 절차·입증 책임
부부공동생활을 방해하는 경우 제3자의 책임은 어떻게 인정되나요?,"제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 제3자가 부부공동생활에 개입하여 그 파탄을 초래한 경우, 이는 부부공동생활에 대한 부정행위로 인정될 수 있으며, 그로 인해 정신적 고통을 겪은 배우자에게 위자료를 지급할 의무가 발생합니다. 이는 대법원 판례에 의하여 명확하게 인정된 바 있습니다.",2016-10-28T09:00:00.000+09:00,1,"부부공동생활을 방해하는 경우 제3자의 책임은 어떻게 인정되나요? 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 제3자가 부부공동생활에 개입하여 그 파탄을 초래한 경우, 이는 부부공동생활에 대한 부정행위로 인정될 수 있으며, 그로 인해 정신적 고통을 겪은 배우자에게 위자료를 지급할 의무가 발생합니다. 이는 대법원 판례에 의하여 명확하게 인정된 바 있습니다.",5,부부 생활 방해 책임 일방 부정행위 혼인 본질 해당 유지 배우자 정신 고통 행위 원칙 불법행위 구성 개입 파탄 초래 그로 겪다 위자료 지급 의무 대법원 판례 제3자의 제3자가,부부 생활 방해 책임 일방 부정행위 혼인_본질 해당 유지 배우자 정신_고통 행위_원칙 불법행위_구성 개입_파탄 초래 그로 겪다 위자료_지급 의무 대법원_판례 제3자의 제3자가,0.97988707,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
배우자의 부정행위에 대해 위자료 청구 시 어떤 요소들이 고려되나요?,"위자료 청구 시에는 배우자의 혼인 기간 및 상태, 부정행위의 기간과 정도, 부정행위를 인지하게 된 경위, 그리고 부정행위 이후의 정황 등 다양한 요소들이 고려됩니다. 이러한 사정을 종합적으로 참작하여 법원은 위자료 액수를 정하게 됩니다. 예를 들어, 부부 사이의 법률상 혼인 관계, 부정행위의 지속 기간과 빈도, 정신적 고통의 정도 등이 중요한 판단 요소가 됩니다.",2022-11-23T09:00:00.000+09:00,1,"배우자의 부정행위에 대해 위자료 청구 시 어떤 요소들이 고려되나요? 위자료 청구 시에는 배우자의 혼인 기간 및 상태, 부정행위의 기간과 정도, 부정행위를 인지하게 된 경위, 그리고 부정행위 이후의 정황 등 다양한 요소들이 고려됩니다. 이러한 사정을 종합적으로 참작하여 법원은 위자료 액수를 정하게 됩니다. 예를 들어, 부부 사이의 법률상 혼인 관계, 부정행위의 지속 기간과 빈도, 정신적 고통의 정도 등이 중요한 판단 요소가 됩니다.",1,배우자 부정행위 대해 위자료 청구 요소 고려 혼인 기간 상태 인지 경위 정황 사정 종합 참작 법원 액수 부부 사이 법률상 관계 지속 빈도 정신 고통,배우자 부정행위 대해 위자료_청구 요소 고려 혼인_기간 상태 인지 경위 정황 사정_종합 참작 법원 액수 부부 사이 법률상 관계 지속 빈도 정신_고통,0.6199458,법원의 판결 결정 시 종합적 고려사항,소송 절차·입증 책임
혼인관계에서 제3자의 불법행위에 대해 정신적 손해의 배상을 받을 수 있는 절차는 무엇인가요?,"정신적 손해의 배상을 받기 위해서는 부정행위로 인해 부부공동생활이 침해되었음을 입증하는 소송을 제기할 수 있습니다. 법원은 제3자의 불법행위로 인해 정신적 고통을 받은 배우자에게 위자료를 배상하도록 판결할 수 있습니다. 피해자는 증거 및 변론을 통해 자신의 손해를 입증해야 하며, 법원은 다방면의 사정을 고려하여 위자료 액수를 결정합니다.",2023-09-21T09:00:00.000+09:00,1,"혼인관계에서 제3자의 불법행위에 대해 정신적 손해의 배상을 받을 수 있는 절차는 무엇인가요? 정신적 손해의 배상을 받기 위해서는 부정행위로 인해 부부공동생활이 침해되었음을 입증하는 소송을 제기할 수 있습니다. 법원은 제3자의 불법행위로 인해 정신적 고통을 받은 배우자에게 위자료를 배상하도록 판결할 수 있습니다. 피해자는 증거 및 변론을 통해 자신의 손해를 입증해야 하며, 법원은 다방면의 사정을 고려하여 위자료 액수를 결정합니다.",8,혼인 관계 불법행위 대해 정신 손해 배상 받다 부정행위 부부 생활 침해 입증 소송 제기 법원 고통 배우자 위자료 판결 피해자 증거 변론 통해 자신 다방면 사정 고려 액수 결정 제3자의,혼인 관계 불법행위 대해 정신 손해_배상 받다 부정행위 부부 생활 침해 입증 소송 제기 법원 고통 배우자 위자료 판결 피해자 증거 변론 통해 자신 다방면 사정 고려 액수_결정 제3자의,0.50505435,위자료 액수 산정 시 고려 요소,위자료·정신적 손해배상
정신적 고통에 대한 위자료 청구 소송에서 피해자에게 필요한 증명 요소는 무엇인가요?,"정신적 고통에 대한 위자료 청구 소송에서 피해자는 제3자가 부부의 일방과 부정행위를 통해 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하였음을 증명해야 합니다. 또한 이러한 부정행위로 인해 피해자로서 정신적 고통을 받았음을 입증해야 합니다. 이를 위해 증언, 진술서, 통화기록 등의 증거자료를 제출할 수 있습니다.",2021-08-31T09:00:00.000+09:00,1,"정신적 고통에 대한 위자료 청구 소송에서 피해자에게 필요한 증명 요소는 무엇인가요? 정신적 고통에 대한 위자료 청구 소송에서 피해자는 제3자가 부부의 일방과 부정행위를 통해 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하였음을 증명해야 합니다. 또한 이러한 부정행위로 인해 피해자로서 정신적 고통을 받았음을 입증해야 합니다. 이를 위해 증언, 진술서, 통화기록 등의 증거자료를 제출할 수 있습니다.",3,정신 고통 위자료 청구 소송 피해자 요소 부부 일방 부정행위 통해 혼인 본질 해당 생활 유지 방해 또한 로서 받다 입증 이르다 증언 진술서 통화 기록 증거 자료 제출 제3자가,정신_고통 위자료_청구 소송 피해자 요소 부부_일방 부정행위 통해 혼인_본질 해당 생활_유지 방해 또한 로서 받다 입증 이르다 증언 진술서 통화 기록 증거 자료 제출 제3자가,0.52900994,소송에서의 손해 및 피해 사실 입증 책임,소송 절차·입증 책임
배우자 있는 자와 부정행위를 한 제3자가 배우자에게 불법행위를 구성한다고 인정되는 조건은 무엇인가요?,"배우자 있는 자와 부정행위를 하고, 이로 인해 그 자가 배우자와 동거를 그만두는 등 사실혼 관계가 파탄에 이르게 한 경우, 그 제3자는 배우자에 대하여 불법행위를 구성합니다. 이는 배우자와 사실혼 관계에 있는 자임을 알면서도 부정행위를 지속하여 사실혼 관계 파탄의 중요한 원인을 제공한 경우를 포함합니다.",2015-09-09T09:00:00.000+09:00,1,"배우자 있는 자와 부정행위를 한 제3자가 배우자에게 불법행위를 구성한다고 인정되는 조건은 무엇인가요? 배우자 있는 자와 부정행위를 하고, 이로 인해 그 자가 배우자와 동거를 그만두는 등 사실혼 관계가 파탄에 이르게 한 경우, 그 제3자는 배우자에 대하여 불법행위를 구성합니다. 이는 배우자와 사실혼 관계에 있는 자임을 알면서도 부정행위를 지속하여 사실혼 관계 파탄의 중요한 원인을 제공한 경우를 포함합니다.",2,배우자 부정행위 불법행위 구성 이로 자 동거 그만두다 사실혼 관계 파탄 이르다 대하 자임 알다 지속 원인 제공 포함 제3자가 제3자는,배우자 부정행위 불법행위_구성 이로 자 동거 그만두다 사실혼_관계 파탄 이르다 대하 자임 알다 지속 원인 제공 포함 제3자가_제3자는,0.4813566,민법상 불법행위와 정신적 손해배상 (제750조),불법행위_책임
"부부 외의 제3자가 부정행위를 하는 경우, 법적으로 어떤 책임을 물을 수 있나요?","부부 외의 제3자가 일방과 부정행위를 하여 부부공동생활을 침해하거나 그 유지를 방해하는 행위는 원칙적으로 불법행위를 구성합니다. 대법원 판례에 따르면, 이는 혼인의 본질에 해당하는 부부공동생활을 방해하는 행위로 간주되며, 이를 통해 피해 배우자에게 정신적 고통을 가하는 것은 불법행위로 인정됩니다. 따라서 제3자는 피해 배우자에게 위자료 등의 금전적 배상을 해야 할 의무가 있습니다.",2020-08-12T09:00:00.000+09:00,1,"부부 외의 제3자가 부정행위를 하는 경우, 법적으로 어떤 책임을 물을 수 있나요? 부부 외의 제3자가 일방과 부정행위를 하여 부부공동생활을 침해하거나 그 유지를 방해하는 행위는 원칙적으로 불법행위를 구성합니다. 대법원 판례에 따르면, 이는 혼인의 본질에 해당하는 부부공동생활을 방해하는 행위로 간주되며, 이를 통해 피해 배우자에게 정신적 고통을 가하는 것은 불법행위로 인정됩니다. 따라서 제3자는 피해 배우자에게 위자료 등의 금전적 배상을 해야 할 의무가 있습니다.",5,부부 부정행위 법적 책임 일방 생활 유지 방해 행위 원칙 불법행위 구성 대법원 판례 혼인 본질 해당 간주 이르다 통해 피해 배우자 정신 고통 위자료 금전 배상 의무 제3자가 제3자는,부부 부정행위 법적_책임 일방 생활_유지 방해 행위_원칙 불법행위_구성 대법원_판례 혼인_본질 해당 간주 이르다_통해 피해 배우자 정신_고통 위자료 금전 배상 의무 제3자가_제3자는,0.97885674,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
배우자의 부정행위로 인한 위자료 청구 시 고려되는 요소는 무엇인가요?,"배우자의 부정행위로 인한 위자료 청구 시 고려되는 요소로는 혼인 기간, 가족관계, 부정행위의 경위, 내용과 기간 및 정도, 부정행위로 인해 입은 고통의 정도와 부부 공동생활에 미친 영향, 부정행위자의 태도 등을 종합적으로 고려하여 위자료 액수를 결정합니다.",2021-03-16T09:00:00.000+09:00,1,"배우자의 부정행위로 인한 위자료 청구 시 고려되는 요소는 무엇인가요? 배우자의 부정행위로 인한 위자료 청구 시 고려되는 요소로는 혼인 기간, 가족관계, 부정행위의 경위, 내용과 기간 및 정도, 부정행위로 인해 입은 고통의 정도와 부부 공동생활에 미친 영향, 부정행위자의 태도 등을 종합적으로 고려하여 위자료 액수를 결정합니다.",8,배우자 부정행위 위자료 청구 고려 요소 혼인 기간 가족 관계 경위 입다 고통 부부 생활 영향 태도 종합 액수 결정,배우자 부정행위 위자료_청구 고려_요소 혼인_기간 가족_관계 경위 입다 고통 부부 생활 영향 태도 종합 액수_결정,0.7894154,위자료 액수 산정 시 고려 요소,위자료·정신적 손해배상
사실혼 관계에 있어 부동산의 특유재산 추정을 번복하려면 어떤 조건을 증명하여야 하나요?,"민법 제830조 제1항에 의하면 부부의 일방이 혼인 중 단독 명의로 취득한 부동산은 그 명의자의 특유재산으로 추정됩니다. 이를 번복하기 위해서는 다른 일방 배우자가 실제로 부동산의 대가를 부담하여 실질적으로 소유하기 위해 취득했음을 증명해야 합니다. 이는 단순히 매수자금의 출처를 입증하는 것만으로는 부족하며, 관련 증거를 통해 실질적 소유를 위한 대가 부담을 종합적으로 판단해야 합니다. 이는 사실혼 부부에게도 동일하게 적용됩니다.",2023-02-02T09:00:00.000+09:00,1,"사실혼 관계에 있어 부동산의 특유재산 추정을 번복하려면 어떤 조건을 증명하여야 하나요? 민법 제830조 제1항에 의하면 부부의 일방이 혼인 중 단독 명의로 취득한 부동산은 그 명의자의 특유재산으로 추정됩니다. 이를 번복하기 위해서는 다른 일방 배우자가 실제로 부동산의 대가를 부담하여 실질적으로 소유하기 위해 취득했음을 증명해야 합니다. 이는 단순히 매수자금의 출처를 입증하는 것만으로는 부족하며, 관련 증거를 통해 실질적 소유를 위한 대가 부담을 종합적으로 판단해야 합니다. 이는 사실혼 부부에게도 동일하게 적용됩니다.",0,사실혼 관계 부동산 특유재산 추정 번복 하나요 민법 부부 일방 혼인 단독 명 취득 자 이르다 배우자 실제 대 부담 실질 소유 자금 출처 입증 증거 통해 종합 제830조 제1항에,사실혼_관계 부동산 특유재산_추정 번복 하나요 민법 부부_일방 혼인 단독 명_취득 자 이르다 배우자 실제 대_부담 실질 소유 자금_출처 입증 증거 통해 종합 제830조 제1항에,0.7021077,혼인 파탄의 귀책사유와 법적 평가,유책사유·배상 책임
"배우자가 제3자와 부정행위를 하여 부부공동생활이 침해된 경우, 어떤 기준으로 손해배상금액이 결정되나요?","손해배상금액은 부부의 혼인기간, 자녀관계, 부정행위에 이르게 된 경위, 부정행위의 내용과 유지기간, 피해 배우자의 정신적 고통 정도 등을 종합적으로 고려하여 결정됩니다. 정신적 고통의 정도에 다라 정확한 금액이 정해지며, 법원은 이러한 다양한 사정을 고려하여 위자료의 금액을 정합니다. 예를 들어, 배우자의 정신과 치료 여부도 중요한 요소로 다뤄질 수 있습니다.",2022-02-09T09:00:00.000+09:00,1,"배우자가 제3자와 부정행위를 하여 부부공동생활이 침해된 경우, 어떤 기준으로 손해배상금액이 결정되나요? 손해배상금액은 부부의 혼인기간, 자녀관계, 부정행위에 이르게 된 경위, 부정행위의 내용과 유지기간, 피해 배우자의 정신적 고통 정도 등을 종합적으로 고려하여 결정됩니다. 정신적 고통의 정도에 다라 정확한 금액이 정해지며, 법원은 이러한 다양한 사정을 고려하여 위자료의 금액을 정합니다. 예를 들어, 배우자의 정신과 치료 여부도 중요한 요소로 다뤄질 수 있습니다.",1,배우자 부정행위 부부 생활 침해 기준 손해배상 금액 결정 혼인 기간 자녀 관계 이르다 경위 유지 피해 정신 고통 종합 고려 다라 정해지다 법원 사정 위자료 정합 치료 여부 요소 다루다 제3자와,배우자 부정행위 부부 생활 침해 기준 손해배상 금액 결정 혼인_기간 자녀 관계 이르다 경위 유지 피해 정신_고통 종합_고려 다라 정해지다 법원 사정 위자료 정합 치료 여부 요소 다루다 제3자와,0.59797883,법원의 판결 결정 시 종합적 고려사항,소송 절차·입증 책임
