input,output,announce_date,is_divorce,text_combined,input_processed,topic_label
송달의 적법성을 판단하는 요소로 고려해야 할 사항은 무엇인가요?,"송달의 적법성을 검토할 때는 수취인의 주소와 송달 방법, 그리고 특정인에 대한 송달 여부가 중요한 요소로 작용합니다. 특히 동거인에게 송달된 경우 그 동거인이 송달받는 자와 동일 세대에 있는지를 판단해야 하며(민사소송법 제186조), 만약 적법한 송달이 이루어지지 않았다면 송달 간주가 무효가 되어 항소의 불변기간 준수에 영향을 미칠 수 있습니다.",2021-06-25T09:00:00.000+09:00,0,"송달의 적법성을 판단하는 요소로 고려해야 할 사항은 무엇인가요? 송달의 적법성을 검토할 때는 수취인의 주소와 송달 방법, 그리고 특정인에 대한 송달 여부가 중요한 요소로 작용합니다. 특히 동거인에게 송달된 경우 그 동거인이 송달받는 자와 동일 세대에 있는지를 판단해야 하며(민사소송법 제186조), 만약 적법한 송달이 이루어지지 않았다면 송달 간주가 무효가 되어 항소의 불변기간 준수에 영향을 미칠 수 있습니다.",판단 법성 고려 송달 사항 요소,-1
망인의 상속인들이 청구할 수 있는 손해배상 항목은 무엇인가요?,"민법 제1000조에 따르면, 상속인들은 망인의 재산적 손해뿐 아니라 위자료에 대한 손해배상을 청구할 수 있습니다. 특히, 망인이 생전에 지니고 있던 소득이나 재산상 손해를 포함하여 장례비 등에 대한 배상도 청구할 수 있습니다.",2014-09-17T09:00:00.000+09:00,0,"망인의 상속인들이 청구할 수 있는 손해배상 항목은 무엇인가요? 민법 제1000조에 따르면, 상속인들은 망인의 재산적 손해뿐 아니라 위자료에 대한 손해배상을 청구할 수 있습니다. 특히, 망인이 생전에 지니고 있던 소득이나 재산상 손해를 포함하여 장례비 등에 대한 배상도 청구할 수 있습니다.",상속인 청구 항목 손해배상 망인,-1
임원의 퇴직금 지급 조건은 무엇인가요?,"임원의 퇴직금은 임원으로 선임되어 재임기간이 만 1년 이상 된 경우에만 지급됩니다. 만약 계열회사로 전출하는 경우, 재임기간이 1년에 미달하더라도 퇴직금을 지급할 수 있습니다. 이는 회사의 내부 규정에 의해 정해지며, 관련 규정에 따른 적용 범위가 명확합니다.",2017-01-12T09:00:00.000+09:00,0,"임원의 퇴직금 지급 조건은 무엇인가요? 임원의 퇴직금은 임원으로 선임되어 재임기간이 만 1년 이상 된 경우에만 지급됩니다. 만약 계열회사로 전출하는 경우, 재임기간이 1년에 미달하더라도 퇴직금을 지급할 수 있습니다. 이는 회사의 내부 규정에 의해 정해지며, 관련 규정에 따른 적용 범위가 명확합니다.",지급 조건 퇴직금 임원,-1
퇴직금의 소멸시효는 어떻게 적용되나요?,"퇴직금의 소멸시효는 민법 제162조에 따라 3년으로 규정되어 있으며, 이는 근로자가 퇴직한 날로부터 기산됩니다. 사용자는 퇴직금 지급의무가 발생함에도 불구하고 일정 기간 이내에 이를 지급하지 않으면 소멸시효가 완성되어 청구할 수 없게 됩니다. 또한, 소멸시효의 중단 사유가 발생한 경우, 예를 들어 사용자가 퇴직금 미지급 사실을 인정하거나, 법원에 청구를 제기한 경우에는 소멸시효가 중단되므로 이를 고려해야 합니다.",2020-01-15T09:00:00.000+09:00,0,"퇴직금의 소멸시효는 어떻게 적용되나요? 퇴직금의 소멸시효는 민법 제162조에 따라 3년으로 규정되어 있으며, 이는 근로자가 퇴직한 날로부터 기산됩니다. 사용자는 퇴직금 지급의무가 발생함에도 불구하고 일정 기간 이내에 이를 지급하지 않으면 소멸시효가 완성되어 청구할 수 없게 됩니다. 또한, 소멸시효의 중단 사유가 발생한 경우, 예를 들어 사용자가 퇴직금 미지급 사실을 인정하거나, 법원에 청구를 제기한 경우에는 소멸시효가 중단되므로 이를 고려해야 합니다.",적용 어떻다 소멸시효 퇴직금,-1
주주총회 결의가 없을 경우 지급의무에 미치는 법률적 효력은 무엇인가요?,"주주총회 결의가 없을 경우 상법 제211조에 근거하여 그 결의사항은 무효로 간주됩니다. 따라서 퇴직금 지급이나 자본 지출과 관련된 주주는 그에 대한 지급의무를 주장할 기초가 없게 됩니다. 즉, 그러한 결의 없이 행해진 지급 약정은 법적으로 유효하지 않으며 이행 청구도 할 수 없습니다.",2020-09-10T09:00:00.000+09:00,0,"주주총회 결의가 없을 경우 지급의무에 미치는 법률적 효력은 무엇인가요? 주주총회 결의가 없을 경우 상법 제211조에 근거하여 그 결의사항은 무효로 간주됩니다. 따라서 퇴직금 지급이나 자본 지출과 관련된 주주는 그에 대한 지급의무를 주장할 기초가 없게 됩니다. 즉, 그러한 결의 없이 행해진 지급 약정은 법적으로 유효하지 않으며 이행 청구도 할 수 없습니다.",의무 법률 지급 효력 결의 미치다 주주총회,-1
근로자의 사망과 관련하여 유족이 손해배상청구를 할 수 있는 조건은 무엇인가요?,"근로자가 업무 중 사고로 사망한 경우, 유족은 민법 제755조에 근거하여 손해배상을 청구할 수 있습니다. 이때 유족은 사망으로 인한 실질적 재산상 손해 및 고통에 대한 위자료를 포함하여 요구할 수 있으며, 근로복지공단에서 지급 받은 유족연금과 같은 보상은 손해배상액에서 공제됩니다.",2016-10-20T09:00:00.000+09:00,0,"근로자의 사망과 관련하여 유족이 손해배상청구를 할 수 있는 조건은 무엇인가요? 근로자가 업무 중 사고로 사망한 경우, 유족은 민법 제755조에 근거하여 손해배상을 청구할 수 있습니다. 이때 유족은 사망으로 인한 실질적 재산상 손해 및 고통에 대한 위자료를 포함하여 요구할 수 있으며, 근로복지공단에서 지급 받은 유족연금과 같은 보상은 손해배상액에서 공제됩니다.",근로자 관련 조건 사망 청구 손해배상 유족,-1
"사용자가 근로자에게 임금 및 퇴직금을 지급하지 않은 경우, 소송 청구가 개별 항목별로 이루어져야 하는 이유는 무엇인가요?","각 임금 및 퇴직금 항목이 지급 사유와 금액이 다르고, 그 법적 성격에 맞는 지급 청구가 있어야 합니다. 이는 민사소송법 제101조에 의거하여 소송 이론의 명확함과 청구의 특정성을 확보하는 것입니다.",2022-11-22T09:00:00.000+09:00,0,"사용자가 근로자에게 임금 및 퇴직금을 지급하지 않은 경우, 소송 청구가 개별 항목별로 이루어져야 하는 이유는 무엇인가요? 각 임금 및 퇴직금 항목이 지급 사유와 금액이 다르고, 그 법적 성격에 맞는 지급 청구가 있어야 합니다. 이는 민사소송법 제101조에 의거하여 소송 이론의 명확함과 청구의 특정성을 확보하는 것입니다.",사용자 퇴직금 지급 이루어지다 소송 근로자 이유 청구 개별 목별 임금,-1
아스피린의 투약으로 인해 발생할 수 있는 부작용에 대한 설명의무는 언제 발생하나요?,"의사는 침습적 치료나 고위험 약물 투여 시 환자에게 관련된 위험성과 부작용에 대해 설명해야 할 의무가 있습니다. 대법원 판례에 따르면, 의사는 의약품 투여 전에 환자가 자발적으로 결정할 수 있도록 충분한 정보를 제공해야 하며(대법원 2002. 5. 28. 선고 2000다46511 판결), 이러한 설명의무를 위반할 경우 위자료 지급의 근거가 됩니다. 아스피린과 같이 부작용이 우려되는 약물의 경우, 그에 따른 부작용에 대한 설명이 필요하며, 이는 환자의 자기결정권을 실현하는 데 필수적입니다.",2018-07-12T09:00:00.000+09:00,0,"아스피린의 투약으로 인해 발생할 수 있는 부작용에 대한 설명의무는 언제 발생하나요? 의사는 침습적 치료나 고위험 약물 투여 시 환자에게 관련된 위험성과 부작용에 대해 설명해야 할 의무가 있습니다. 대법원 판례에 따르면, 의사는 의약품 투여 전에 환자가 자발적으로 결정할 수 있도록 충분한 정보를 제공해야 하며(대법원 2002. 5. 28. 선고 2000다46511 판결), 이러한 설명의무를 위반할 경우 위자료 지급의 근거가 됩니다. 아스피린과 같이 부작용이 우려되는 약물의 경우, 그에 따른 부작용에 대한 설명이 필요하며, 이는 환자의 자기결정권을 실현하는 데 필수적입니다.",의무 발생 대한 투약 인하다 아스피린 하나요 부작용,-1
손해배상 청구에서 정신적 고통에 대한 위자료 청구 조건은 무엇인가요?,"정신적 고통에 대한 위자료 청구는 원칙적으로 재산적 손해의 배상으로 회복할 수 없는 정신적 손해가 발생했을 경우에 한하여 인정됩니다. 이는 대법원 판례에 의해, 가해자가 그러한 특별한 사정을 알았거나 알 수 있었던 경우에 한정을 두고 있습니다. 관련규정으로는 민법 제750조가 있으며, 피해자가 추가적으로 주장하는 특별한 사정이 시정되지 않는 한, 일반적으로 재산적 손해에 대한 배상이 정신적 고통을 회복한다고 간주합니다.",2012-06-28T09:00:00.000+09:00,0,"손해배상 청구에서 정신적 고통에 대한 위자료 청구 조건은 무엇인가요? 정신적 고통에 대한 위자료 청구는 원칙적으로 재산적 손해의 배상으로 회복할 수 없는 정신적 손해가 발생했을 경우에 한하여 인정됩니다. 이는 대법원 판례에 의해, 가해자가 그러한 특별한 사정을 알았거나 알 수 있었던 경우에 한정을 두고 있습니다. 관련규정으로는 민법 제750조가 있으며, 피해자가 추가적으로 주장하는 특별한 사정이 시정되지 않는 한, 일반적으로 재산적 손해에 대한 배상이 정신적 고통을 회복한다고 간주합니다.",위자료 대한 조건 고통 청구 손해배상 정신,-1
민사 소송에서 위자료 청구를 인정받기 위한 조건은 무엇인가요?,"민법 제750조에 따르면, 위자료 청구를 인정받기 위해서는 불법행위가 존재해야 하며, 피해자가 입은 정신적 고통을 입증할 수 있어야 합니다. 위자료는 구체적인 손해의 발생을证明하지 않아도 정신적 고통의 정도에 따라 인정받을 수 있습니다.",2017-08-09T09:00:00.000+09:00,0,"민사 소송에서 위자료 청구를 인정받기 위한 조건은 무엇인가요? 민법 제750조에 따르면, 위자료 청구를 인정받기 위해서는 불법행위가 존재해야 하며, 피해자가 입은 정신적 고통을 입증할 수 있어야 합니다. 위자료는 구체적인 손해의 발생을证明하지 않아도 정신적 고통의 정도에 따라 인정받을 수 있습니다.",위자료 소송 조건 민사 인정받다 청구,-1
추완항소를 인정받기 위한 조건은 무엇인가요?,"추완항소를 인정받기 위해서는 항소인이 책임질 수 없는 사유로 항소기간을 준수하지 못하였으며, 그 사유가 없어진 날로부터 2주 이내에 항소를 제기해야 합니다. 이는 민사소송법 제173조에 따른 절차로서, 항소를 제기할 수 없게 된 불가항력적인 사유가 존재해야 하고, 그 사유가 소멸된 날로부터 2주 이내에 항소를 해야 합니다.",2019-10-17T09:00:00.000+09:00,0,"추완항소를 인정받기 위한 조건은 무엇인가요? 추완항소를 인정받기 위해서는 항소인이 책임질 수 없는 사유로 항소기간을 준수하지 못하였으며, 그 사유가 없어진 날로부터 2주 이내에 항소를 제기해야 합니다. 이는 민사소송법 제173조에 따른 절차로서, 항소를 제기할 수 없게 된 불가항력적인 사유가 존재해야 하고, 그 사유가 소멸된 날로부터 2주 이내에 항소를 해야 합니다.",추완항소 인정받다 조건,-1
피해자의 정신적 고통을 입증하기 위한 조건은 무엇인가요?,"민법 제750조 및 제751조에 따라, 피해자의 부모가 정신적 고통에 대한 위자료를 청구하기 위해서는 고통의 사실과 그로 인해 입은 피해를 입증해야 합니다. 도법원 1999. 4. 23. 판결에 의하면, 불법행위의 경우에도 피해자는 입증을 통해 위자료 청구가 가능합니다.",2020-11-25T09:00:00.000+09:00,0,"피해자의 정신적 고통을 입증하기 위한 조건은 무엇인가요? 민법 제750조 및 제751조에 따라, 피해자의 부모가 정신적 고통에 대한 위자료를 청구하기 위해서는 고통의 사실과 그로 인해 입은 피해를 입증해야 합니다. 도법원 1999. 4. 23. 판결에 의하면, 불법행위의 경우에도 피해자는 입증을 통해 위자료 청구가 가능합니다.",피해자 입증 조건 고통 정신,-1
청구금액에 대한 지연손해금 청구는 어떤 법적 근거에 의해 이루어지나요?,"지연손해금 청구는 민법 제379조와 근로기준법 제43조를 근거로 할 수 있습니다. 지연손해금은 미지급된 임금 및 퇴직금의 지급일로부터 14일이 경과한 뒤부터 적용되며, 연 12%의 비율로 계산됩니다. 이는 의무 불이행에 따른 손해배상의 일환으로 인정됩니다.",2014-05-22T09:00:00.000+09:00,0,"청구금액에 대한 지연손해금 청구는 어떤 법적 근거에 의해 이루어지나요? 지연손해금 청구는 민법 제379조와 근로기준법 제43조를 근거로 할 수 있습니다. 지연손해금은 미지급된 임금 및 퇴직금의 지급일로부터 14일이 경과한 뒤부터 적용되며, 연 12%의 비율로 계산됩니다. 이는 의무 불이행에 따른 손해배상의 일환으로 인정됩니다.",근거 금액 이루어지다 지연손해금 어떻다 대한 청구 법적 의하다,-1
항소제기 이후의 소송비용 부담의 원칙은 무엇인가요?,"민사소송법 제100조에 따르면, 항소제기 이후의 소송비용은 항소를 제기한 당사자가 부담하는 원칙이 있습니다. 이는 항소에 따른 분쟁의 확대를 방지하고, 소송의 경과에 따른 책임을 명확히 하기 위한 것입니다.",2023-01-11T09:00:00.000+09:00,0,"항소제기 이후의 소송비용 부담의 원칙은 무엇인가요? 민사소송법 제100조에 따르면, 항소제기 이후의 소송비용은 항소를 제기한 당사자가 부담하는 원칙이 있습니다. 이는 항소에 따른 분쟁의 확대를 방지하고, 소송의 경과에 따른 책임을 명확히 하기 위한 것입니다.",항소 부담 원칙 제기 소송비용,-1
정신적 고통에 대한 위자료 산정 시 고려해야 할 요소는 무엇인가요?,"정신적 고통에 대한 위자료 산정 시에는 고통의 강도, 지속 기간, 일상생활에 미친 영향, 치료받은 과정 및 경과, 가해자의 고의나 과실의 정도 등을 종합적으로 고려해야 합니다. 판례에서는 특히, 피해자의 상태와 피해 회복을 위한 노력을 반영하여 적정한 위자료를 산정하는 것이 중요하다고 규정하고 있습니다.",2016-11-30T09:00:00.000+09:00,0,"정신적 고통에 대한 위자료 산정 시 고려해야 할 요소는 무엇인가요? 정신적 고통에 대한 위자료 산정 시에는 고통의 강도, 지속 기간, 일상생활에 미친 영향, 치료받은 과정 및 경과, 가해자의 고의나 과실의 정도 등을 종합적으로 고려해야 합니다. 판례에서는 특히, 피해자의 상태와 피해 회복을 위한 노력을 반영하여 적정한 위자료를 산정하는 것이 중요하다고 규정하고 있습니다.",위자료 대한 고려 산정 고통 정신 요소,-1
재해가 발생한 후 치료비 및 위자료 청구의 법적 근거는 무엇인가요?,"민법 제750조에 따르면, 타인이 불법행위로 인한 손해를 배상해야 하며, 여기에는 직접 치료비가 포함됩니다. 더불어, 불법행위의 결과로 인해 입은 정신적 고통에 대한 위자료 청구는 개인의 고통과 재산상의 손해를 모두 포함하여 평가되어야 합니다.",2018-01-16T09:00:00.000+09:00,0,"재해가 발생한 후 치료비 및 위자료 청구의 법적 근거는 무엇인가요? 민법 제750조에 따르면, 타인이 불법행위로 인한 손해를 배상해야 하며, 여기에는 직접 치료비가 포함됩니다. 더불어, 불법행위의 결과로 인해 입은 정신적 고통에 대한 위자료 청구는 개인의 고통과 재산상의 손해를 모두 포함하여 평가되어야 합니다.",위자료 치료 발생 근거 청구 재해 법적,-1
폭행 사건에서 정당방위를 인정받기 위해서는 어떤 조건이 필요한가요?,"폭행 사건에서 정당방위를 인정받기 위해서는 피해자의 행위가 불법한 공격에 대하여 자신을 보호하기 위한 소극적인 방어의 한도 내에서 이루어졌음을 입증해야 합니다. 이는 폭행의 의도가 없었고, 오로지 자기 방어 목적임을 증명할 수 있어야 하며, 증거로는 당시 상황을 녹화한 CCTV 영상이나 목격자의 진술이 인정될 수 있습니다.",2020-07-15T09:00:00.000+09:00,0,"폭행 사건에서 정당방위를 인정받기 위해서는 어떤 조건이 필요한가요? 폭행 사건에서 정당방위를 인정받기 위해서는 피해자의 행위가 불법한 공격에 대하여 자신을 보호하기 위한 소극적인 방어의 한도 내에서 이루어졌음을 입증해야 합니다. 이는 폭행의 의도가 없었고, 오로지 자기 방어 목적임을 증명할 수 있어야 하며, 증거로는 당시 상황을 녹화한 CCTV 영상이나 목격자의 진술이 인정될 수 있습니다.",필요하다 정당방위 사건 어떻다 조건 폭행 인정받다,-1
손해배상액 산정 시 어떤 요소를 고려해야 하나요?,"손해배상액의 산정은 민법 제750조에 따라 재산상 손해와 비재산상 손해를 포함하여 이루어져야 합니다. 재산상 손해는 실제로 발생한 손해액에 기초하고, 비재산상 손해는 위자료 및 후유장해에 대한 평가를 포함합니다. 이때, 구체적인 손해액은 사고의 경위, 피해자의 나이, 상해의 정도 및 후유장해의 부위와 정도를 종합적으로 고려해야 합니다.",2016-12-23T09:00:00.000+09:00,0,"손해배상액 산정 시 어떤 요소를 고려해야 하나요? 손해배상액의 산정은 민법 제750조에 따라 재산상 손해와 비재산상 손해를 포함하여 이루어져야 합니다. 재산상 손해는 실제로 발생한 손해액에 기초하고, 비재산상 손해는 위자료 및 후유장해에 대한 평가를 포함합니다. 이때, 구체적인 손해액은 사고의 경위, 피해자의 나이, 상해의 정도 및 후유장해의 부위와 정도를 종합적으로 고려해야 합니다.",어떻다 고려 산정 손해배상 요소 하나요,-1
손해배상청구에서 위자료 인정의 범위는 어떻게 결정되나요?,"불법행위로 인한 위자료의 인정 범위는 민법 제750조에 따라 피해자의 정신적 고통의 정도 및 사건의 경위를 바탕으로 결정됩니다. 법원은 피해자의 연령, 사건의 성격, 가해자의 책임 정도 등을 고려하여 합리적인 기준에 따라 위자료 액수를 산정하게 됩니다.",2015-10-07T09:00:00.000+09:00,0,"손해배상청구에서 위자료 인정의 범위는 어떻게 결정되나요? 불법행위로 인한 위자료의 인정 범위는 민법 제750조에 따라 피해자의 정신적 고통의 정도 및 사건의 경위를 바탕으로 결정됩니다. 법원은 피해자의 연령, 사건의 성격, 가해자의 책임 정도 등을 고려하여 합리적인 기준에 따라 위자료 액수를 산정하게 됩니다.",위자료 인정 어떻다 범위 청구 결정 손해배상,-1
직장 내 성희롱으로 인한 손해배상의 위자료 산정기준은 무엇인가요?,"위자료의 산정은 민법 제751조에 따라, 정신적 고통의 정도와 함께 피해자와 가해자의 직무적 지위, 성별, 사건의 경위와 정도 등을 종합적으로 고려하여 이루어집니다. 이러한 기준은 법원이 피해자의 실질적인 고통을 반영한 판결을 내리기 위하여 중요합니다.",2020-02-13T09:00:00.000+09:00,0,"직장 내 성희롱으로 인한 손해배상의 위자료 산정기준은 무엇인가요? 위자료의 산정은 민법 제751조에 따라, 정신적 고통의 정도와 함께 피해자와 가해자의 직무적 지위, 성별, 사건의 경위와 정도 등을 종합적으로 고려하여 이루어집니다. 이러한 기준은 법원이 피해자의 실질적인 고통을 반영한 판결을 내리기 위하여 중요합니다.",위자료 성희롱 기준 산정 인하다 손해배상 직장,-1
"근로자가 퇴직금에 대한 중간정산 합의가 있었음을 입증해야 할 경우, 어떤 조건을 충족해야 하나요?","근로자가 퇴직금 중간정산에 대한 합의가 있음을 입증하기 위해서는, 퇴직금 중간정산에 관한 구체적인 합의 내용과 그 합의가 성립했음을 증명할 수 있는 증거를 제출해야 합니다. 이는 근로기준법 제8조 제2항에 따라 퇴직금 중간정산이 강행법규로 규정되어 있기 때문에, 중간정산이 법적으로 유효하게 이루어졌음을 입증하는 조건을 충족해야 함을 의미합니다.",2021-08-27T09:00:00.000+09:00,0,"근로자가 퇴직금에 대한 중간정산 합의가 있었음을 입증해야 할 경우, 어떤 조건을 충족해야 하나요? 근로자가 퇴직금 중간정산에 대한 합의가 있음을 입증하기 위해서는, 퇴직금 중간정산에 관한 구체적인 합의 내용과 그 합의가 성립했음을 증명할 수 있는 증거를 제출해야 합니다. 이는 근로기준법 제8조 제2항에 따라 퇴직금 중간정산이 강행법규로 규정되어 있기 때문에, 중간정산이 법적으로 유효하게 이루어졌음을 입증하는 조건을 충족해야 함을 의미합니다.",퇴직금 입증 정산 대한 근로자 어떻다 조건 충족 중간 합의 하나요,-1
항소 제기의 절차적 요건은 무엇인가요?,"항소 제기는 민사소송법 제408조에 따라 정해진 기간 내에 이루어져야 하며, 항소 제기와 함께 항소이유서를 제출해야 합니다. 또한, 항소장이 적법하게 작성되어야 하며, 항소를 제기한 이유에 대한 명확한 설명과 그 법적 근거도 포함되어야 합니다.",2018-12-19T09:00:00.000+09:00,0,"항소 제기의 절차적 요건은 무엇인가요? 항소 제기는 민사소송법 제408조에 따라 정해진 기간 내에 이루어져야 하며, 항소 제기와 함께 항소이유서를 제출해야 합니다. 또한, 항소장이 적법하게 작성되어야 하며, 항소를 제기한 이유에 대한 명확한 설명과 그 법적 근거도 포함되어야 합니다.",항소 요건 제기,-1
상고 절차와 재심 절차의 차이는 무엇인가요?,"상고 절차는 상급 법원에 대해 하급 법원의 판결을 불복하여 제기하는 것으로, 민사소송법 제388조 이래 규정된 상고 사유에 기초하여 진행됩니다. 반면에 재심 절차는 원칙적으로 종국판결에 대한 새로운 심리를 의미하며, 민사소송법 제451조 제1항에 명시된 특정 사유에 한정됩니다. 상고는 종국적 판단에 대한 다른 판단을 요구하는 반면, 재심은 특정 재심사유에 따라 원 판결의 무효성을 주장하는 것입니다.",2020-11-06T09:00:00.000+09:00,0,"상고 절차와 재심 절차의 차이는 무엇인가요? 상고 절차는 상급 법원에 대해 하급 법원의 판결을 불복하여 제기하는 것으로, 민사소송법 제388조 이래 규정된 상고 사유에 기초하여 진행됩니다. 반면에 재심 절차는 원칙적으로 종국판결에 대한 새로운 심리를 의미하며, 민사소송법 제451조 제1항에 명시된 특정 사유에 한정됩니다. 상고는 종국적 판단에 대한 다른 판단을 요구하는 반면, 재심은 특정 재심사유에 따라 원 판결의 무효성을 주장하는 것입니다.",차이다 상고 재심,-1
손해배상청구에서 정신적 피해에 대한 위자료 청구의 요건은 무엇인가요?,"민법 제750조에 의거하여, 손해배상청구에서 정신적 피해에 대한 위자료를 청구하기 위해서는 가해자의 고의 또는 과실이 있어야 합니다. 이때 손해의 발생과 그의 정신적 고통 사이에 인과관계가 명확해야 하며, 증거를 통해 피해자의 정신적 고통을 입증해야 합니다.",2023-08-10T09:00:00.000+09:00,0,"손해배상청구에서 정신적 피해에 대한 위자료 청구의 요건은 무엇인가요? 민법 제750조에 의거하여, 손해배상청구에서 정신적 피해에 대한 위자료를 청구하기 위해서는 가해자의 고의 또는 과실이 있어야 합니다. 이때 손해의 발생과 그의 정신적 고통 사이에 인과관계가 명확해야 하며, 증거를 통해 피해자의 정신적 고통을 입증해야 합니다.",위자료 대한 청구 피해 손해배상 정신 요건,-1
"위자료의 산정 기준은 무엇이며, 어떻게 결정되나요?","위자료의 산정 기준은 대법원 판례에 따라 사건의 전모, 사고의 경위, 피해자의 성격 및 고통의 정도 등 여러 요소를 종합적으로 고려하여 법원이 재량으로 결정합니다. 예를 들어, 고통의 정도, 사고의 성격, 피해자의 직업 및 사고 당시 나이 등 다양한 요소들이 참고됩니다.",2019-11-27T09:00:00.000+09:00,0,"위자료의 산정 기준은 무엇이며, 어떻게 결정되나요? 위자료의 산정 기준은 대법원 판례에 따라 사건의 전모, 사고의 경위, 피해자의 성격 및 고통의 정도 등 여러 요소를 종합적으로 고려하여 법원이 재량으로 결정합니다. 예를 들어, 고통의 정도, 사고의 성격, 피해자의 직업 및 사고 당시 나이 등 다양한 요소들이 참고됩니다.",위자료 어떻다 기준 산정 결정,-1
위자료 청구에서 위자료의 액수를 산정하는 기준은 무엇인가요?,"위자료의 액수는 피해자가 입은 정신적 고통의 정도와 그로 인해 입은 피해의 성격을 종합적으로 고려하여 민법 제750조에 따라 평가됩니다. 관련 사안 및 피해자의 상태, 사건의 경위 등을 감안하여 법원이 적정하다고 판단하는 금액으로 결정됩니다.",2017-05-30T09:00:00.000+09:00,0,"위자료 청구에서 위자료의 액수를 산정하는 기준은 무엇인가요? 위자료의 액수는 피해자가 입은 정신적 고통의 정도와 그로 인해 입은 피해의 성격을 종합적으로 고려하여 민법 제750조에 따라 평가됩니다. 관련 사안 및 피해자의 상태, 사건의 경위 등을 감안하여 법원이 적정하다고 판단하는 금액으로 결정됩니다.",위자료 액수 기준 산정 청구,-1
공시송달 방식으로 송달된 판결의 법적 효력은 어떻게 되나요?,"공시송달로 송달된 판결은 법률상 효력을 가지며, 수취자가 송달 사실을 알지 못하는 경우, 그 송달의 공적 기록이 존재하는 한 법적으로 유효하게 간주됩니다. 판결 송달이 공시 송달 방식으로 이루어진 경우, 특별한 사정이 없다면 수취자는 판결의 존재를 알게 된 날로부터 정해진 기간 내에 항소 등의 소송행위를 취할 수 있습니다.",2020-09-11T09:00:00.000+09:00,0,"공시송달 방식으로 송달된 판결의 법적 효력은 어떻게 되나요? 공시송달로 송달된 판결은 법률상 효력을 가지며, 수취자가 송달 사실을 알지 못하는 경우, 그 송달의 공적 기록이 존재하는 한 법적으로 유효하게 간주됩니다. 판결 송달이 공시 송달 방식으로 이루어진 경우, 특별한 사정이 없다면 수취자는 판결의 존재를 알게 된 날로부터 정해진 기간 내에 항소 등의 소송행위를 취할 수 있습니다.",판결 방식 어떻다 효력 송달 법적 공시송달,-1
소송당사자의 변경 절차에서 주의해야 할 점은 무엇인가요?,"소송당사자의 변경 절차에서 주의해야 할 점은 기존의 당사자의 동일성을 해치지 않는 범위 내에서 변경해야 하며, 이를 위해 법원에 대한 정정 신청이 필요합니다. 민사소송법 제47조는 당사자의 변경 등록 절차와 그 요건을 정하고 있으며, 이를 따르지 않으면 변경이 인정되지 않을 수 있습니다.",2023-04-14T09:00:00.000+09:00,0,"소송당사자의 변경 절차에서 주의해야 할 점은 무엇인가요? 소송당사자의 변경 절차에서 주의해야 할 점은 기존의 당사자의 동일성을 해치지 않는 범위 내에서 변경해야 하며, 이를 위해 법원에 대한 정정 신청이 필요합니다. 민사소송법 제47조는 당사자의 변경 등록 절차와 그 요건을 정하고 있으며, 이를 따르지 않으면 변경이 인정되지 않을 수 있습니다.",소송 당사자 변경 주의,-1
음주운전 사고로 인해 피해를 입은 사람이 받을 수 있는 치료비와 합의금 등의 손해배상 항목에는 어떤 것들이 있나요?,"음주운전 사고로 인해 피해자가 받을 수 있는 손해배상 항목에는 치료비, 부상에 따른 위자료, 식대 등 실제 발생한 손해액, 향후 치료비 등이 포함됩니다. 예를 들어, 위 사건에서는 피해자가 치료비 7,980원, 부상위자료 150,000원, 식대 등 손해액 40,000원, 향후 치료비 2,810,000원을 손해배상으로 받았습니다.",2022-01-12T09:00:00.000+09:00,0,"음주운전 사고로 인해 피해를 입은 사람이 받을 수 있는 치료비와 합의금 등의 손해배상 항목에는 어떤 것들이 있나요? 음주운전 사고로 인해 피해자가 받을 수 있는 손해배상 항목에는 치료비, 부상에 따른 위자료, 식대 등 실제 발생한 손해액, 향후 치료비 등이 포함됩니다. 예를 들어, 위 사건에서는 피해자가 치료비 7,980원, 부상위자료 150,000원, 식대 등 손해액 40,000원, 향후 치료비 2,810,000원을 손해배상으로 받았습니다.",치료 항목 어떻다 사람 손해배상 인하다 입다 피해 합의금 받다 사고 음주운전,-1
퇴직금 산정 시 포함되어야 하는 임금의 범위는 어떻게 되나요?,"근로기준법 제34조에 의해 퇴직금 산정 시 평균임금에는 통상임금 외에도 제수당, 상여금 등을 포함한 모든 형태의 임금이 포함됩니다. 또한, 통상임금에 포함되는 상여금의 적용은 기본적으로 정기적, 일률적으로 지급되는 경우에만 해당하며, 비정기적이거나 조건부로 지급되는 임금은 제외됩니다.",2019-01-17T09:00:00.000+09:00,0,"퇴직금 산정 시 포함되어야 하는 임금의 범위는 어떻게 되나요? 근로기준법 제34조에 의해 퇴직금 산정 시 평균임금에는 통상임금 외에도 제수당, 상여금 등을 포함한 모든 형태의 임금이 포함됩니다. 또한, 통상임금에 포함되는 상여금의 적용은 기본적으로 정기적, 일률적으로 지급되는 경우에만 해당하며, 비정기적이거나 조건부로 지급되는 임금은 제외됩니다.",퇴직금 되어다 어떻다 범위 산정 임금 포함,-1
